,user_id,device_type,month,year,power,time,power_kWh,cost
23,1,Fan,Oct,2019,48404.53999999986,00:00:20,0.7760899999998931,0.13267000000000645
24,1,Fan,Sep,2019,32744.909999999978,00:00:20,0.520990000000057,0.08622000000000324
25,1,Fan,Sep,2020,9515.920000000087,00:00:20,0.1515699999999967,0.025109999999999327
26,1,Laptop,Apr,2020,188930.96999999665,00:00:20,3.119250000000425,0.6027600000000063
27,1,Laptop,Aug,2020,151475.92999999734,00:00:20,2.4936400000003447,0.47588999999999854
28,1,Laptop,Dec,2019,148435.9099999977,00:00:20,2.4420700000003137,0.46645999999998583
29,1,Laptop,Feb,2020,125655.53999999852,00:00:20,2.0648900000002697,0.39185999999998
30,1,Laptop,Jan,2020,153117.27999999726,00:00:20,2.5201500000003096,0.48207999999998447
31,1,Laptop,Jul,2020,195744.56999999675,00:00:20,3.231750000000484,0.6235799999999985
32,1,Laptop,Jun,2020,232387.58999999653,00:00:20,3.843400000000468,0.7475000000000064
33,1,Laptop,Mar,2020,158647.65999999765,00:00:20,2.6134200000003487,0.5006800000000006
34,1,Laptop,May,2020,199846.45999999408,00:00:20,3.300860000000441,0.6371600000000093
35,1,Laptop,Nov,2019,149685.14999999825,00:00:20,2.462940000000305,0.47104999999999914
36,1,Laptop,Oct,2019,164706.23999999903,00:00:20,2.715050000000428,0.5207999999999933
37,1,Laptop,Sep,2019,107093.98999999855,00:00:20,1.761080000000146,0.33458999999999367
38,1,Laptop,Sep,2020,33921.48999999983,00:00:20,0.5585300000000106,0.10654999999999905
39,1,Monitor,Apr,2020,250426.34999999803,00:00:20,4.144070000000381,0.8076900000000147
40,1,Monitor,Aug,2020,196963.81999999736,00:00:20,3.2512700000004267,0.6282000000000155
41,1,Monitor,Dec,2019,192625.3099999978,00:00:20,3.1800300000004524,0.6133100000000118
42,1,Monitor,Feb,2020,165770.3899999983,00:00:20,2.7343300000003374,0.5259800000000177
43,1,Monitor,Jan,2020,200035.37999999875,00:00:20,3.3039300000004914,0.6385800000000087
44,1,Monitor,Jul,2020,262172.2599999996,00:00:20,4.339180000000257,0.8454900000000203
45,1,Monitor,Jun,2020,308986.900000003,00:00:20,5.120659999999531,1.0026900000000618
46,1,Monitor,Mar,2020,208727.30999999697,00:00:20,3.4476200000004456,0.6674500000000131
47,1,Monitor,May,2020,265595.1899999992,00:00:20,4.394779999999936,0.8562000000000429
48,1,Monitor,Nov,2019,196233.00999999722,00:00:20,3.240150000000419,0.626110000000017
49,1,Monitor,Oct,2019,216015.31999999593,00:00:20,3.569670000000464,0.6920700000000091
50,1,Monitor,Sep,2019,142078.21999999668,00:00:20,2.3438600000002325,0.45187000000002553
51,1,Monitor,Sep,2020,44930.18999999966,00:00:20,0.7423099999999524,0.14302999999999919
52,1,Others,Apr,2020,83884.29999999909,00:00:20,1.3686100000000474,0.2527200000000103
53,1,Others,Aug,2020,68286.75999999934,00:00:20,1.106009999999913,0.19828000000000745
54,1,Others,Dec,2019,66987.6799999988,00:00:20,1.0855199999998566,0.19499000000000752
55,1,Others,Feb,2020,56282.399999999354,00:00:20,0.9085599999998667,0.1608400000000074
56,1,Others,Jan,2020,68315.59999999925,00:00:20,1.1077499999998812,0.19960000000000674
57,1,Others,Jul,2020,89162.45999999908,00:00:20,1.4561000000000544,0.2688700000000085
58,1,Others,Jun,2020,101397.6999999984,00:00:20,1.658860000000186,0.3103899999999957
59,1,Others,Mar,2020,70943.53999999895,00:00:20,1.1520599999999328,0.20819000000000745
60,1,Others,May,2020,89283.04999999834,00:00:20,1.4564800000001419,0.2688100000000071
61,1,Others,Nov,2019,68059.75999999927,00:00:20,1.1040699999998942,0.19899000000000822
62,1,Others,Oct,2019,74659.85999999942,00:00:20,1.2140700000000135,0.22071000000000832
63,1,Others,Sep,2019,48673.44999999963,00:00:20,0.7868599999999263,0.14026000000000743
64,1,Others,Sep,2020,14854.970000000132,00:00:20,0.24073000000001574,0.042729999999999754
65,1,Tasklamp,Apr,2020,69977.06999999905,00:00:20,1.1361599999998777,0.20621000000000966
66,1,Tasklamp,Aug,2020,56299.85000000012,00:00:20,0.9062899999998328,0.15849000000000776
67,1,Tasklamp,Dec,2019,54785.69999999998,00:00:20,0.8816199999998342,0.1539800000000077
68,1,Tasklamp,Feb,2020,47030.18999999916,00:00:20,0.755759999999902,0.12967000000000736
69,1,Tasklamp,Jan,2020,57341.62999999959,00:00:20,0.9244999999998086,0.16299000000000785
70,1,Tasklamp,Jul,2020,71921.21999999917,00:00:20,1.168799999999894,0.21115000000000939
71,1,Tasklamp,Jun,2020,82130.94999999847,00:00:20,1.3384400000000098,0.24579000000001044
72,1,Tasklamp,Mar,2020,58548.049999999406,00:00:20,0.9447299999998198,0.1659800000000077
73,1,Tasklamp,May,2020,74297.79999999948,00:00:20,1.2053599999999558,0.21880000000001015
74,1,Tasklamp,Nov,2019,55786.689999999246,00:00:20,0.8994099999998583,0.15833000000000713
75,1,Tasklamp,Oct,2019,60465.789999999135,00:00:20,0.9774699999998064,0.1731300000000081
76,1,Tasklamp,Sep,2019,40402.85999999971,00:00:20,0.6487499999999543,0.1122500000000054
77,1,Tasklamp,Sep,2020,12415.860000000122,00:00:20,0.1995200000000119,0.03487999999999933
78,2,Desktop,Apr,2020,307309.69999999664,00:00:20,5.091869999999402,0.9958800000000706
79,2,Desktop,Aug,2020,247325.99999999563,00:00:20,4.090030000000447,0.7957900000000118
80,2,Desktop,Dec,2019,240795.52999999796,00:00:20,3.982730000000504,0.7745400000000068
81,2,Desktop,Feb,2020,200129.59999999616,00:00:20,3.306830000000401,0.6398000000000165
82,2,Desktop,Jan,2020,250269.93999999476,00:00:20,4.140760000000463,0.80522000000001
83,2,Desktop,Jul,2020,324820.5499999995,00:00:20,5.382719999999332,1.0545800000000685
84,2,Desktop,Jun,2020,381599.77000000805,00:00:20,6.33117999999873,1.2449000000000179
85,2,Desktop,Mar,2020,255725.0999999939,00:00:20,4.22987000000026,0.8230900000000124
86,2,Desktop,May,2020,330686.2500000013,00:00:20,5.480269999999063,1.0727100000000047
87,2,Desktop,Nov,2019,244219.0899999949,00:00:20,4.039740000000295,0.7862000000000078
88,2,Desktop,Oct,2019,270913.41999999405,00:00:20,4.4843400000001195,0.8747300000000234
89,2,Desktop,Sep,2019,174557.65999999776,00:00:20,2.884380000000269,0.5600299999999999
90,2,Desktop,Sep,2020,52874.739999999656,00:00:20,0.8739299999999344,0.16983000000000056
91,2,Fan,Apr,2020,54608.45999999937,00:00:20,0.8803199999998217,0.1538200000000072
92,2,Fan,Aug,2020,45157.029999999344,00:00:20,0.7207599999998773,0.12049000000000495
93,2,Fan,Dec,2019,44332.60999999974,00:00:20,0.7065699999999241,0.11797000000000424
94,2,Fan,Feb,2020,37255.16999999968,00:00:20,0.5899599999999979,0.09627000000000262
95,2,Fan,Jan,2020,45046.41999999944,00:00:20,0.7194599999999052,0.12096000000000429
96,2,Fan,Jul,2020,56726.86999999961,00:00:20,0.9139399999998143,0.1599600000000079
97,2,Fan,Jun,2020,65162.049999999275,00:00:20,1.0564699999998495,0.18897000000000916
98,2,Fan,Mar,2020,46419.15999999975,00:00:20,0.7422299999998657,0.12560000000000562
99,2,Fan,May,2020,57283.59999999926,00:00:20,0.9220299999998317,0.16133000000000647
100,2,Fan,Nov,2019,45342.83999999935,00:00:20,0.7244399999999004,0.12234000000000528
101,2,Fan,Oct,2019,47892.56999999997,00:00:20,0.7667999999999003,0.13013000000000569
102,2,Fan,Sep,2019,32170.900000000238,00:00:20,0.5119300000000563,0.08427000000000304
103,2,Fan,Sep,2020,9827.980000000101,00:00:20,0.1562400000000017,0.026339999999999277
104,2,Laptop,Apr,2020,188047.73999999664,00:00:20,3.1047600000004465,0.5995300000000071
105,2,Laptop,Aug,2020,149695.0499999977,00:00:20,2.4641300000003477,0.47025000000000017
106,2,Laptop,Dec,2019,145235.06999999893,00:00:20,2.3890100000003303,0.45586999999998573
107,2,Laptop,Feb,2020,123691.06999999817,00:00:20,2.0321700000002787,0.3848699999999805
108,2,Laptop,Jan,2020,151335.58999999918,00:00:20,2.491690000000287,0.4765799999999846
109,2,Laptop,Jul,2020,197781.8299999976,00:00:20,3.264690000000461,0.6312299999999996
110,2,Laptop,Jun,2020,230737.709999994,00:00:20,3.816580000000488,0.7419800000000121
111,2,Laptop,Mar,2020,158332.31999999858,00:00:20,2.607970000000347,0.4992200000000009
112,2,Laptop,May,2020,202436.72999999824,00:00:20,3.3423400000004335,0.6457100000000048
113,2,Laptop,Nov,2019,151531.25999999774,00:00:20,2.495170000000307,0.47751999999999933
114,2,Laptop,Oct,2019,163680.17999999586,00:00:20,2.6967400000004274,0.5175999999999942
115,2,Laptop,Sep,2019,107297.38999999913,00:00:20,1.7649600000001484,0.33502999999999383
116,2,Laptop,Sep,2020,33331.699999999924,00:00:20,0.5484700000000103,0.10454999999999894
117,2,Monitor,Apr,2020,246572.25999999564,00:00:20,4.079680000000418,0.794820000000014
118,2,Monitor,Aug,2020,198708.05999999688,00:00:20,3.281140000000417,0.633170000000017
119,2,Monitor,Dec,2019,193124.05999999502,00:00:20,3.1882700000004385,0.6152900000000124
120,2,Monitor,Feb,2020,163746.67999999886,00:00:20,2.700650000000315,0.5190200000000208
121,2,Monitor,Jan,2020,203710.30999999578,00:00:20,3.3634000000005173,0.6503700000000058
122,2,Monitor,Jul,2020,258910.3599999965,00:00:20,4.284090000000292,0.8350400000000148
123,2,Monitor,Jun,2020,305196.2800000018,00:00:20,5.056299999999537,0.9900200000000603
124,2,Monitor,Mar,2020,208634.58999999784,00:00:20,3.4470200000004576,0.6666500000000105
125,2,Monitor,May,2020,267035.179999997,00:00:20,4.4187899999999285,0.8612600000000428
126,2,Monitor,Nov,2019,198230.16999999728,00:00:20,3.273940000000412,0.6331600000000153
127,2,Monitor,Oct,2019,216125.77999999773,00:00:20,3.5708300000004676,0.6921300000000085
128,2,Monitor,Sep,2019,141266.4699999983,00:00:20,2.330530000000241,0.4481700000000248
129,2,Monitor,Sep,2020,43775.30999999982,00:00:20,0.7224199999999533,0.13941999999999902
130,2,Others,Apr,2020,84125.62999999887,00:00:20,1.3717300000000163,0.25263000000001085
131,2,Others,Aug,2020,68061.93999999923,00:00:20,1.1037899999999088,0.19837000000000785
132,2,Others,Dec,2019,66242.72999999975,00:00:20,1.0729099999998513,0.1924600000000079
133,2,Others,Feb,2020,56676.849999999686,00:00:20,0.9155299999998562,0.16197000000000736
134,2,Others,Jan,2020,68287.69999999963,00:00:20,1.1079599999998753,0.19936000000000684
135,2,Others,Jul,2020,87712.73999999858,00:00:20,1.4310900000000915,0.26361000000000884
136,2,Others,Jun,2020,99818.3599999991,00:00:20,1.6342200000001716,0.304839999999996
137,2,Others,Mar,2020,70707.10999999958,00:00:20,1.1477399999999236,0.2073200000000082
138,2,Others,May,2020,88584.66999999857,00:00:20,1.4449400000001358,0.2667600000000065
139,2,Others,Nov,2019,67171.97999999917,00:00:20,1.0892499999998781,0.1965000000000079
140,2,Others,Oct,2019,73742.94999999946,00:00:20,1.1994899999999067,0.21722000000000838
141,2,Others,Sep,2019,48787.30999999957,00:00:20,0.7884399999999339,0.13981000000000796
142,2,Others,Sep,2020,14819.670000000136,00:00:20,0.24022000000001628,0.04277999999999962
143,2,Tasklamp,Apr,2020,68833.34999999942,00:00:20,1.1163199999998838,0.20144000000000858
144,2,Tasklamp,Aug,2020,56589.21999999954,00:00:20,0.9103199999998371,0.1596700000000075
145,2,Tasklamp,Dec,2019,54843.58999999989,00:00:20,0.8842499999998344,0.1543700000000083
146,2,Tasklamp,Feb,2020,47411.149999999325,00:00:20,0.7602599999998998,0.13047000000000714
147,2,Tasklamp,Jan,2020,57008.989999999256,00:00:20,0.919529999999809,0.16112000000000865
148,2,Tasklamp,Jul,2020,72441.669999999,00:00:20,1.1764699999998878,0.21321000000000975
149,2,Tasklamp,Jun,2020,82326.2799999989,00:00:20,1.3426199999999993,0.24637000000001053
150,2,Tasklamp,Mar,2020,58911.38999999914,00:00:20,0.9509699999998193,0.1671900000000077
151,2,Tasklamp,May,2020,73329.11999999946,00:00:20,1.1897699999999587,0.21507000000001017
152,2,Tasklamp,Nov,2019,55930.03999999936,00:00:20,0.9011399999998636,0.15825000000000766
153,2,Tasklamp,Oct,2019,61122.42999999933,00:00:20,0.9868799999998108,0.17584000000000724
154,2,Tasklamp,Sep,2019,39898.41999999963,00:00:20,0.6403899999999589,0.11007000000000529
155,2,Tasklamp,Sep,2020,12150.440000000157,00:00:20,0.19497000000001152,0.03404999999999934
